recipe_title,category,subcategory,description,ingredients,directions,num_ingredients,num_steps,preparacion_detallada,ingredientes_con_cantidades
Olluquito con Charqui,Platos de Fondo,Sierra,"Guiso andino de olluco en tiras con charqui (carne seca), de sabor terroso y reconfortante.","[""olluco"", ""charqui"", ""cebolla"", ""ají amarillo o panca"", ""ajo"", ""sal"", ""pimienta"", ""arroz""]","[""Freír el charqui deshilachado hasta que dore ligeramente; reservar."", ""Preparar un aderezo con cebolla, ajo y ají."", ""Agregar el olluco en tiras y cocinar tapado hasta que ablande, removiendo de vez en cuando."", ""Incorporar el charqui frito, mezclar bien y servir con arroz.""]",8,4,"[""Freír el charqui deshilachado hasta que dore ligeramente; reservar. Usar aceite bien caliente (unos 175 °C) y freír por tandas para que no se enfríe el aceite, hasta lograr un dorado uniforme."", ""Preparar un aderezo con cebolla, ajo y ají. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Agregar el olluco en tiras y cocinar tapado hasta que ablande, removiendo de vez en cuando. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Incorporar el charqui frito, mezclar bien y servir con arroz. Integrar con movimientos envolventes, de abajo hacia arriba, para no perder aire ni romper la textura de la preparación.""]","[""olluco: 2 tazas (300 g)"", ""charqui: 300 g"", ""cebolla: 1 unidad mediana (150 g)"", ""ají amarillo o panca: 3 unidades"", ""ajo: 2 dientes"", ""sal: al gusto"", ""pimienta: 1/4 cdta"", ""arroz: 2 tazas (400 g)""]"
Pepián de Choclo,Platos de Fondo,Sierra,"Guiso espeso de choclo molido con carne o pollo, de textura cremosa y sabor dulce-salado.","[""choclos"", ""carne de cerdo o pollo"", ""cebolla"", ""ají amarillo"", ""hierbabuena"", ""sal"", ""pimienta""]","[""Sellar la carne o pollo y reservar."", ""Preparar un aderezo con cebolla y ají amarillo."", ""Agregar el choclo molido y un poco de caldo, cocinar removiendo para que no se pegue."", ""Incorporar la carne y cocinar hasta que espese, finalizando con hierbabuena.""]",7,4,"[""Sellar la carne o pollo y reservar. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Preparar un aderezo con cebolla y ají amarillo. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Agregar el choclo molido y un poco de caldo, cocinar removiendo para que no se pegue. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Incorporar la carne y cocinar hasta que espese, finalizando con hierbabuena. Integrar con movimientos envolventes, de abajo hacia arriba, para no perder aire ni romper la textura de la preparación.""]","[""choclos: 2 unidades (mazorcas)"", ""carne de cerdo o pollo: 500 g"", ""cebolla: 1 unidad mediana (150 g)"", ""ají amarillo: 3 unidades (o 3 cdas de pasta)"", ""hierbabuena: 10 hojas"", ""sal: al gusto"", ""pimienta: 1/4 cdta""]"
Chuño Cola,Sopas y Cremas,Sierra,"Sopa espesa a base de chuño (papa deshidratada) con carne, típica de las alturas andinas.","[""chuño"", ""carne de res"", ""cebolla"", ""ají panca"", ""hierbabuena"", ""sal""]","[""Cocinar la carne en agua hasta que esté tierna, reservando el caldo."", ""Preparar un aderezo con cebolla y ají panca."", ""Diluir el chuño molido en un poco de agua e incorporarlo al caldo, cocinando hasta espesar."", ""Agregar la carne cocida, ajustar sazón y finalizar con hierbabuena picada.""]",6,4,"[""Cocinar la carne en agua hasta que esté tierna, reservando el caldo. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Preparar un aderezo con cebolla y ají panca. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Diluir el chuño molido en un poco de agua e incorporarlo al caldo, cocinando hasta espesar. Integrar con movimientos envolventes, de abajo hacia arriba, para no perder aire ni romper la textura de la preparación."", ""Agregar la carne cocida, ajustar sazón y finalizar con hierbabuena picada. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa.""]","[""chuño: cantidad al gusto, segun preferencia"", ""carne de res: 500 g"", ""cebolla: 1 unidad mediana (150 g)"", ""ají panca: 2 cdas (pasta)"", ""hierbabuena: 10 hojas"", ""sal: al gusto""]"
Kapchi de Habas,Platos de Fondo,Sierra,"Guiso cusqueño de habas frescas con leche y queso, de sabor suave y reconfortante.","[""habas"", ""cebolla"", ""leche"", ""queso fresco"", ""huevos"", ""ají amarillo"", ""sal"", ""pimienta""]","[""Preparar un aderezo con cebolla y ají amarillo."", ""Agregar las habas y un poco de agua, cocinar hasta que estén tiernas."", ""Incorporar la leche y el queso, cocinar hasta espesar ligeramente."", ""Agregar los huevos batidos al final, revolviendo hasta cuajar, y servir caliente.""]",8,4,"[""Preparar un aderezo con cebolla y ají amarillo. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Agregar las habas y un poco de agua, cocinar hasta que estén tiernas. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Incorporar la leche y el queso, cocinar hasta espesar ligeramente. Integrar con movimientos envolventes, de abajo hacia arriba, para no perder aire ni romper la textura de la preparación."", ""Agregar los huevos batidos al final, revolviendo hasta cuajar, y servir caliente. Servir en el momento, en platos previamente calientes o fríos según corresponda, cuidando la presentación.""]","[""habas: 1 taza (150 g)"", ""cebolla: 1 unidad mediana (150 g)"", ""leche: 1 taza (250 ml)"", ""queso fresco: 200 g"", ""huevos: 2 unidades"", ""ají amarillo: 3 unidades (o 3 cdas de pasta)"", ""sal: al gusto"", ""pimienta: 1/4 cdta""]"
Chicharrón de Cuy,Platos de Fondo,Sierra,"Trozos de cuy fritos hasta quedar dorados y crocantes, variante del clásico cuy chactado.","[""cuy"", ""ajo"", ""comino"", ""sal"", ""aceite"", ""papas"", ""salsa criolla""]","[""Sazonar los trozos de cuy con ajo, comino y sal."", ""Dejar reposar la marinada por al menos 30 minutos."", ""Freír los trozos en aceite caliente hasta dorar completamente y quedar crocantes."", ""Servir con papas sancochadas y salsa criolla.""]",7,4,"[""Sazonar los trozos de cuy con ajo, comino y sal. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Dejar reposar la marinada por al menos 30 minutos. Tapar con film y mantener en refrigeración durante el reposo para que los sabores se integren mejor."", ""Freír los trozos en aceite caliente hasta dorar completamente y quedar crocantes. Usar aceite bien caliente (unos 175 °C) y freír por tandas para que no se enfríe el aceite, hasta lograr un dorado uniforme."", ""Servir con papas sancochadas y salsa criolla. Servir en el momento, en platos previamente calientes o fríos según corresponda, cuidando la presentación.""]","[""cuy: 1 unidad (800 g-1 kg)"", ""ajo: 2 dientes"", ""comino: 1/2 cdta"", ""sal: al gusto"", ""aceite: 3 cdas"", ""papas: 500 g"", ""salsa criolla: 1 taza (preparada aparte)""]"
Charqui de Alpaca,Platos de Fondo,Sierra,"Carne de alpaca deshidratada y salada, frita y servida con maíz tostado y salsa criolla.","[""charqui de alpaca"", ""aceite"", ""cancha"", ""salsa criolla"", ""papas""]","[""Remojar el charqui de alpaca la noche anterior para suavizarlo."", ""Deshilachar o cortar el charqui en trozos pequeños."", ""Freír en aceite caliente hasta que quede dorado y crocante."", ""Servir con cancha, papas sancochadas y salsa criolla.""]",5,4,"[""Remojar el charqui de alpaca la noche anterior para suavizarlo. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Deshilachar o cortar el charqui en trozos pequeños. Cortar en trozos uniformes (aproximadamente 1 cm) para asegurar una cocción pareja."", ""Freír en aceite caliente hasta que quede dorado y crocante. Usar aceite bien caliente (unos 175 °C) y freír por tandas para que no se enfríe el aceite, hasta lograr un dorado uniforme."", ""Servir con cancha, papas sancochadas y salsa criolla. Servir en el momento, en platos previamente calientes o fríos según corresponda, cuidando la presentación.""]","[""charqui de alpaca: 300 g"", ""aceite: 3 cdas"", ""cancha: 1/2 taza (100 g)"", ""salsa criolla: 1 taza (preparada aparte)"", ""papas: 500 g""]"
Pastel de Choclo,Platos de Fondo,Sierra,"Pastel horneado de choclo molido y un relleno de carne y cebolla, de sabor dulce y salado.","[""choclos"", ""huevo"", ""azúcar"", ""carne"", ""cebolla"", ""ají panca"", ""aceitunas"", ""pasas"", ""sal"", ""pimienta""]","[""Preparar un guiso salteando la cebolla con ají panca, agregar la carne y cocinar bien."", ""Mezclar el choclo molido con el huevo y el azúcar hasta formar una masa."", ""Colocar una capa de masa de choclo en una fuente, agregar el relleno de carne, aceitunas y pasas, cubrir con más masa."", ""Hornear hasta que la superficie esté dorada y servir caliente.""]",10,4,"[""Preparar un guiso salteando la cebolla con ají panca, agregar la carne y cocinar bien. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Mezclar el choclo molido con el huevo y el azúcar hasta formar una masa. Integrar con movimientos envolventes, de abajo hacia arriba, para no perder aire ni romper la textura de la preparación."", ""Colocar una capa de masa de choclo en una fuente, agregar el relleno de carne, aceitunas y pasas, cubrir con más masa. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Hornear hasta que la superficie esté dorada y servir caliente. Precalentar el horno a 180 °C y hornear en la posición media, girando la bandeja a la mitad del tiempo para un dorado parejo.""]","[""choclos: 2 unidades (mazorcas)"", ""huevo: 1 unidad"", ""azúcar: 1/2 taza (100 g)"", ""carne: 500 g"", ""cebolla: 1 unidad mediana (150 g)"", ""ají panca: 2 cdas (pasta)"", ""aceitunas: 10 unidades"", ""pasas: 1/4 taza (40 g)"", ""sal: al gusto"", ""pimienta: 1/4 cdta""]"
Humita Salada Serrana,"Panes, Tamales y Humitas",Sierra,"Masa de choclo molido envuelta en su propia panca y sazonada con queso, cocida al vapor.","[""choclos"", ""queso fresco"", ""cebolla"", ""panca de choclo"", ""sal"", ""manteca o mantequilla""]","[""Mezclar el choclo molido con la cebolla picada, el queso, sal y un poco de manteca."", ""Colocar porciones de la masa sobre las pancas de choclo y envolver bien, formando paquetes."", ""Cocinar al vapor en una olla grande durante aproximadamente una hora."", ""Dejar reposar unos minutos antes de desenvolver y servir.""]",6,4,"[""Mezclar el choclo molido con la cebolla picada, el queso, sal y un poco de manteca. Integrar con movimientos envolventes, de abajo hacia arriba, para no perder aire ni romper la textura de la preparación."", ""Colocar porciones de la masa sobre las pancas de choclo y envolver bien, formando paquetes. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Cocinar al vapor en una olla grande durante aproximadamente una hora. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Dejar reposar unos minutos antes de desenvolver y servir. Tapar con film y mantener en refrigeración durante el reposo para que los sabores se integren mejor.""]","[""choclos: 2 unidades (mazorcas)"", ""queso fresco: 200 g"", ""cebolla: 1 unidad mediana (150 g)"", ""panca de choclo: 6 unidades (para envolver)"", ""sal: al gusto"", ""manteca o mantequilla: 2 cdas (30 g)""]"
Chairo Cusqueño,Sopas y Cremas,Sierra,"Variante cusqueña del chairo con chuño, carne y verduras andinas en un caldo espeso.","[""carne de res"", ""chuño"", ""cebolla"", ""zanahoria"", ""habas"", ""hierbabuena"", ""ají panca"", ""sal""]","[""Cocinar la carne en agua con cebolla hasta que esté tierna, formando un caldo base."", ""Agregar el chuño remojado y la zanahoria, cocinar por un buen tiempo."", ""Incorporar las habas y el ají panca, cocinar hasta que todo esté suave."", ""Finalizar con hierbabuena picada y servir bien caliente.""]",8,4,"[""Cocinar la carne en agua con cebolla hasta que esté tierna, formando un caldo base. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Agregar el chuño remojado y la zanahoria, cocinar por un buen tiempo. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Incorporar las habas y el ají panca, cocinar hasta que todo esté suave. Integrar con movimientos envolventes, de abajo hacia arriba, para no perder aire ni romper la textura de la preparación."", ""Finalizar con hierbabuena picada y servir bien caliente. Servir en el momento, en platos previamente calientes o fríos según corresponda, cuidando la presentación.""]","[""carne de res: 500 g"", ""chuño: cantidad al gusto, segun preferencia"", ""cebolla: 1 unidad mediana (150 g)"", ""zanahoria: 1 unidad mediana (100 g)"", ""habas: 1 taza (150 g)"", ""hierbabuena: 10 hojas"", ""ají panca: 2 cdas (pasta)"", ""sal: al gusto""]"
Caldo de Cabeza,Sopas y Cremas,Sierra,"Caldo contundente preparado con cabeza de cordero, muy popular como reconstituyente en la sierra.","[""cabeza de cordero"", ""papas"", ""cebolla"", ""hierbabuena"", ""ají panca"", ""sal""]","[""Cocinar la cabeza de cordero en abundante agua con cebolla durante varias horas hasta que la carne esté muy tierna."", ""Retirar la carne del hueso y reservarla junto con el caldo colado."", ""Agregar las papas al caldo y cocinar hasta que ablanden."", ""Incorporar la carne reservada, ajustar sazón con ají panca y sal, y finalizar con hierbabuena.""]",6,4,"[""Cocinar la cabeza de cordero en abundante agua con cebolla durante varias horas hasta que la carne esté muy tierna. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Retirar la carne del hueso y reservarla junto con el caldo colado. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Agregar las papas al caldo y cocinar hasta que ablanden. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Incorporar la carne reservada, ajustar sazón con ají panca y sal, y finalizar con hierbabuena. Integrar con movimientos envolventes, de abajo hacia arriba, para no perder aire ni romper la textura de la preparación.""]","[""cabeza de cordero: 1 unidad"", ""papas: 500 g"", ""cebolla: 1 unidad mediana (150 g)"", ""hierbabuena: 10 hojas"", ""ají panca: 2 cdas (pasta)"", ""sal: al gusto""]"
